Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,performance,non_active,cycle_added_unweighted,cycle_added_weighted,potential_demand,cycle_fraction,dist2,distance_groups
E02005943,E02005947,726,0,0,2,144,1,12,75,21,346,123,2,2602.3320668775627,0.010703306354922722,0.4765840220385675,0.2932713590801869,1.6250615932402004,257,46.38023543053946,47.0026014041858,393,0.5413223140495868,2.6023320668775627,"(2,3]"
E02005943,E02005948,113,0,0,1,21,1,1,22,8,42,16,1,3568.5081135867354,0.01287351889072413,0.37168141592920356,0.27439669545614465,1.3545404229862799,55,11.141652175145769,11.291159506008682,53,0.4690265486725664,3.568508113586735,"(3,4]"
E02005943,E02005949,159,0,0,0,26,0,5,30,4,59,34,1,3169.0877689774247,0.010722281455934308,0.3710691823899371,0.2919318714243864,1.2710814361564085,66,15.158354898386392,15.36176146192874,74,0.46540880503144655,3.1690877689774246,"(3,4]"
E02005943,E02005950,99,0,0,0,12,1,1,31,4,38,12,0,2335.8314737175274,0.01629002169913088,0.3838383838383838,0.2601910738035165,1.4752173401929984,49,8.642362226236,8.758332146000445,47,0.47474747474747475,2.335831473717527,"(2,3]"
E02005943,E02005952,143,0,0,0,15,1,6,95,6,17,3,0,4586.1323009750795,0.022186493441968408,0.11888111888111888,0.203638916380818,0.5837838905938955,123,25.047586714840612,25.383694661438238,42,0.2937062937062937,4.58613230097508,"(4,5]"
E02005943,E02005953,17,0,0,0,3,0,0,8,1,3,2,0,3349.8745744497755,0.010540351410216661,0.17647058823529413,0.2907614729545145,0.6069256234057545,12,3.489137675454174,3.5359576311187437,7,0.4117647058823529,3.3498745744497755,"(3,4]"
E02005943,E02005954,89,0,0,1,12,0,0,46,1,23,6,0,4643.79043748358,0.009425536330609122,0.25842696629213485,0.26332620370780785,0.9813947972260699,60,15.799572222468472,16.01158313742294,39,0.43820224719101125,4.64379043748358,"(4,5]"
E02005943,E02005955,39,0,0,0,1,0,0,22,6,10,0,0,5836.2262424066685,0.014370084113768802,0.2564102564102564,0.19456363966115425,1.3178734570180337,29,4.281401617223909,4.338852784975422,14,0.358974358974359,5.836226242406669,"(5,6]"
E02005943,E02005956,11,0,0,0,1,0,0,9,0,1,0,0,6691.752827652283,0.009854841587792717,0.09090909090909091,0.1783629865359582,0.5096858528479704,10,1.783629865359582,1.8075639943581656,3,0.2727272727272727,6.691752827652283,"(6,7]"
E02005943,E02005957,11,0,0,0,0,0,0,4,0,6,1,0,7639.006178610201,0.01164047943337312,0.5454545454545454,0.13438071766930393,4.059023905474658,4,0.13242663339632596,0.13420363667941285,6,0.5454545454545454,7.639006178610201,"(7,8]"
E02005943,E02005979,28,0,0,0,2,0,0,17,1,7,1,0,6540.691242223813,0.010369228430541368,0.25,0.18261920076249877,1.3689688650271326,20,2.6679817989707066,2.703782848158434,10,0.35714285714285715,6.540691242223813,"(6,7]"
E02005944,E02005940,14,0,0,0,4,0,0,4,2,4,0,0,6726.377847816223,0.0093988674034944791,0.2857142857142857,0.1787184502689474,1.5986837692712972,10,1.1179099563286978,1.1329109392249883,5,0.35714285714285715,6.726377847816223,"(6,7]"
E02005944,E02005941,43,0,0,0,12,0,0,13,1,14,3,0,6009.711445975989,0.009425536330609122,0.32558139534883723,0.2090480190168191,1.55744788628034,26,3.4898429297806715,3.536672349094822,18,0.4186046511627907,6.009711445975989,"(6,7]"
E02005944,E02005942,42,0,0,0,9,0,2,18,5,5,3,0,5962.717881228595,0.025722466753239578,0.11904761904761904,0.14684336441215062,0.8107116009238508,34,4.992674390013121,5.059669967525728,10,0.23809523809523808,5.962717881228595,"(5,6]"
E02005944,E02005943,21,0,0,0,3,0,0,9,1,3,5,0,3122.281890386662,0.02568166493033912,0.14285714285714285,0.2160845535810471,0.66111686601218,13,2.8090991965536123,2.8467938684392378,6,0.2857142857142857,3.122281890386662,"(3,4]"
E02005944,E02005944,53,0,0,0,9,0,0,10,2,2,29,1,0,0.010364788589075384,0.03773584905660377,0.041532340667087636,0.9085895100178546,22,0.9137114946759279,0.9259723842280624,3,0.05660377358490566,0,NA
E02005944,E02005945,524,0,0,0,100,2,4,94,25,75,224,0,1852.0800421284,0.011718875929167484,0.1431297709923664,0.27215924638930417,0.5259044948545661,225,61.235830437593435,62.05754030772576,137,0.26145038167938933,1.8520800421284,"(1,2]"
E02005944,E02005946,87,0,0,0,13,0,0,22,0,13,39,0,483.35788896147227,0.01880110755711939,0.14942528735632185,0.13324754498102548,1.1214111853062665,35,4.158745815489799,4.214551092556174,17,0.19540229885057472,0.48335788896147225,"(0,1]"
E02005944,E02005947,468,0,0,0,247,0,9,90,15,72,35,0,5083.820697172958,0.011010432782694606,0.15384615384615385,0.23915222319966054,0.6432980291289729,361,86.33395257507745,87.49244851530602,159,0.33974358974358976,5.083820697172958,"(5,6]"
E02005944,E02005948,64,0,0,0,17,0,1,29,1,14,2,0,5842.630478868549,0.019975691465537092,0.21875,0.17166439211405068,1.274288728757834,48,6.466266738077963,6.553036120702765,21,0.328125,5.842630478868549,"(5,6]"
E02005944,E02005949,197,0,0,1,38,0,1,46,10,59,42,0,1680.8858070431922,0.011656523194070229,0.29949238578680204,0.26539533074915594,1.1284764692031213,96,22.577299967903045,22.880259690862477,82,0.41624365482233505,1.6808858070431922,"(1,2]"
E02005944,E02005950,73,0,0,0,24,0,2,32,3,5,7,0,3502.1391731899594,0.015261508689264252,0.0684931506849315,0.26285955179700027,0.26056938093627663,61,16.034432659617018,16.24959511408568,21,0.2876712328767123,3.5021391731899594,"(3,4]"
E02005944,E02005952,240,0,0,0,18,0,6,151,16,42,3,4,3222.389431154632,0.012147248206921611,0.175,0.28347260989277195,0.6173435947345902,195,55.27715892909053,56.01891072310265,98,0.4083333333333333,3.2223894311546317,"(3,4]"
E02005944,E02005953,14,0,0,0,1,0,1,11,0,0,1,0,4446.547271742461,0.016109236096736063,0,0.23589473856557408,0,13,3.066631601352463,3.107782042799633,3,0.21428571428571427,4.446547271742461,"(4,5]"
E02005944,E02005954,113,0,0,0,15,1,1,69,8,12,7,0,4704.742922951032,0.02093412517332166,0.10619469026548672,0.20566693700785357,0.5163430340844313,94,19.332692078738237,19.592113136374056,32,0.2831858407079646,4.704742922951032,"(4,5]"
E02005944,E02005955,51,0,0,0,4,0,2,36,2,5,2,0,5919.598001769111,0.01178332495328128,0.09803921568627451,0.20237383116135726,0.48444611204748905,44,8.904448571099719,9.023935368725745,14,0.27450980392156865,5.919598001769111,"(5,6]"
E02005944,E02005956,55,0,0,0,8,1,3,34,3,2,4,0,5259.93078606287,0.014413331336622707,0.03636363636363636,0.21636139601242912,0.16806896717170106,49,10.601708404609028,10.743970351153708,13,0.23636363636363636,5.25993078606287,"(5,6]"
E02005944,E02005957,15,0,0,0,7,0,0,5,0,1,2,0,6415.986243202574,0.021110727277627056,0.06666666666666667,0.14744716995005847,0.4521393438019,12,1.7693660394007016,1.7931087653188909,3,0.2,6.415986243202574,"(6,7]"
E02005944,E02005979,28,0,0,0,10,0,0,12,3,1,2,0,8814.813607505625,0.012774160928603485,0.03571428571428571,0.09200473718882572,0.3881787699799367,25,2.300118429720643,2.33098320288806,3,0.10714285714285714,8.814813607505625,"(8,9]"
E02005945,E02005940,24,0,0,0,5,0,1,14,0,3,1,0,5665.276238427254,0.01309729984873188,0.125,0.20678361184287222,0.6044966469343964,20,4.135672236857444,4.191167894748804,7,0.2916666666666667,5.6652762384272535,"(5,6]"
E02005945,E02005941,59,0,0,0,12,0,0,28,4,12,3,0,4611.178481579489,0.013311863447116478,0.2033898305084746,0.24452202123173175,0.8317853315784738,44,10.758968934196197,10.903341124505364,23,0.3898305084745763,4.611178481579489,"(4,5]"
E02005945,E02005942,62,0,0,0,12,0,0,26,8,15,1,0,4327.578845183181,0.013127036711943032,0.24193548387096775,0.2543923190711275,0.9510329744009415,46,11.702046677271866,11.859073816232005,27,0.43548387096774194,4.327578845183181,"(4,5]"
E02005945,E02005943,21,0,0,0,2,0,0,6,2,4,7,0,1371.292759043552,0.014370084113768802,0.19047619047619047,0.23484712318862064,0.8110646104155466,10,2.348471231886206,2.379984840457733,6,0.2857142857142857,1.371292759043552,"(1,2]"
E02005945,E02005944,13,0,0,0,2,0,0,2,0,4,5,0,1852.0800421283996,0.010667669783302698,0.3076923076923077,0.27782932255616527,1.1074868011100787,4,1.0034587221362303,1.016923909598496,5,0.38461538461538464,1.8520800421283996,"(1,2]"
E02005945,E02005945,1043,0,0,0,44,2,3,76,17,150,748,3,0,0.011477900914152371,0.14381591562799617,0.04034994474002134,3.56421592531579,145,1.6415228790564134,1.6635501062880802,152,0.1457334611697028,0,NA
E02005945,E02005946,56,0,0,0,7,0,0,28,1,7,13,0,2294.1800846820693,0.018007679302461554,0.125,0.25070740557096977,0.4985891809431024,36,9.025466600554912,9.146577311967306,16,0.2857142857142857,2.2941800846820692,"(2,3]"
E02005945,E02005947,784,0,1,2,296,2,6,73,20,277,107,0,3289.530653571587,0.018172890636934367,0.35331632653061223,0.25082164435022136,1.4086357158127785,400,71.2239911382619,72.17972989595167,349,0.4451530612244898,3.289530653571587,"(3,4]"
E02005945,E02005948,130,0,0,0,37,0,0,25,1,55,12,0,4048.34043526718,0.009858186243472006,0.4230769230769231,0.27972641921087416,1.512466803351824,63,11.651670219293885,11.808021367866582,67,0.5153846153846153,4.04834043526718,"(4,5]"
E02005945,E02005949,390,0,0,3,10,1,0,51,8,107,210,0,1837.4173434676256,0.017850945978688148,0.2743589743589744,0.24005734041909224,1.142889335856168,73,15.333230699423677,15.53898388210604,123,0.3153846153846154,1.8374173434676258,"(1,2]"
E02005945,E02005950,111,0,0,0,18,0,0,41,5,20,27,0,1988.655565235823,0.014458405966288735,0.18018018018018017,0.26216795902491297,0.687270026628457,64,16.77874937759443,17.003899651111123,37,0.3333333333333333,1.9886555652358229,"(1,2]"
E02005945,E02005952,141,0,0,0,23,1,0,76,2,26,13,0,3201.8608643538146,0.01687145786604,0.18439716312056736,0.2584531884466322,0.7134644545452896,102,26.362225221556482,26.715974007331184,53,0.375886524822695,3.2018608643538147,"(3,4]"
E02005945,E02005953,11,0,0,0,0,1,0,8,1,1,0,0,3167.180340396667,0.01584017520050006,0.09090909090909091,0.2641725523220045,0.34412769271457183,10,2.6417255232200447,2.6771742453341774,4,0.36363636363636365,3.167180340396667,"(3,4]"
E02005945,E02005954,116,0,0,0,16,0,0,66,5,25,4,0,3949.0757329766866,0.014229759781304625,0.21551724137931033,0.25902822301253403,0.8320222363139238,87,22.53545540209046,22.837853622209252,48,0.41379310344827586,3.9490757329766866,"(3,4]"
E02005945,E02005955,67,0,0,0,7,1,0,42,1,13,3,0,5141.511537899774,0.019095573650547638,0.19402985074626866,0.19969591710150955,0.9716265287869621,51,10.184491772176987,10.321155182335325,23,0.34328358208955223,5.141511537899774,"(5,6]"
E02005945,E02005956,18,0,0,0,6,0,0,11,0,1,0,0,5811.742964946951,0.02298389354355733,0.05555555555555555,0.16143329679297982,0.3441393854874893,17,2.744366045480657,2.7811920777351826,4,0.2222222222222222,5.811742964946951,"(5,6]"
E02005945,E02005979,37,0,0,0,8,0,0,16,0,12,1,0,7020.523563904258,0.016785437789620467,0.32432432432432434,0.14052299572925495,2.307980431538754,24,1.461256712325591,1.4808649883093508,13,0.35135135135135137,7.020523563904257,"(7,8]"
E02005946,E02005940,16,0,0,0,3,1,0,11,0,0,1,0,6690.851588766497,0.021110727277627056,0,0.1380300880561413,0,15,2.07045132084212,2.0982342426022536,2,0.125,6.690851588766497,"(6,7]"
E02005946,E02005941,50,0,0,0,6,1,1,24,3,13,2,0,5974.185186926263,0.014413331336622707,0.26,0.18899874860240978,1.3756704841837506,35,4.808532477171889,4.873057095669074,18,0.36,5.974185186926262,"(5,6]"
E02005946,E02005942,47,0,0,0,10,0,1,24,0,7,4,1,5927.191622178869,0.01658392786983256,0.14893617021276595,0.18193055343170914,0.8186429788917879,36,6.5494999235415285,6.637386193608359,14,0.2978723404255319,5.927191622178869,"(5,6]"
E02005946,E02005944,38,0,0,0,1,0,0,11,0,2,24,0,175.64139582071357,0.014693094492915471,0.05263157894736842,0.09437975224591019,0.5576575239383417,12,1.1325570269509222,1.147754555601762,3,0.07894736842105263,0.17564139582071356,"(0,1]"
E02005946,E02005945,604,0,0,1,64,1,1,120,28,157,230,2,2027.7214379491136,0.014974748007490355,0.2599337748344371,0.2605813493543096,0.9975148853842489,217,56.546152809885186,57.3049329480797,214,0.3543046357615894,2.0277214379491135,"(2,3]"
E02005946,E02005946,156,0,0,1,6,0,0,43,4,13,88,1,0,0.0153154834166994,0.08333333333333333,0.0365160305451697,2.282102739240823,55,0.8800575212720059,0.8918668157054401,14,0.08974358974358974,0,NA
E02005946,E02005947,562,0,0,0,268,0,6,93,7,153,34,1,5259.462092993672,0.015119674882510429,0.2722419928825623,0.21315603254330232,1.2771958158268721,375,62.58516604361755,63.42498234551813,216,0.38434163701067614,5.2594620929936715,"(5,6]"
E02005946,E02005948,114,0,0,0,32,1,1,38,1,37,4,0,6018.271874689263,0.014413331336622707,0.32456140350877194,0.18727466319885225,1.7330769574747316,73,7.888311222737805,7.994162701260744,45,0.39473684210526316,6.018271874689264,"(6,7]"
E02005946,E02005949,321,0,0,0,30,0,5,59,9,105,113,0,1778.2976988303988,0.010733502389283582,0.32710280373831774,0.27456955759687957,1.1913294634744869,103,23.738743395129877,24.05728826686467,129,0.40186915887850466,1.7782976988303987,"(1,2]"
E02005946,E02005950,102,0,0,0,25,0,2,44,7,15,9,0,3677.780569010673,0.017265237795617117,0.14705882352941177,0.24938728537930244,0.5896805176163833,78,19.45220825958559,19.713233078038254,35,0.3431372549019608,3.677780569010673,"(3,4]"
E02005946,E02005951,11,0,0,0,1,0,2,7,0,1,0,0,5735.611514049978,0.019863349087962744,0.09090909090909091,0.17588368921779213,0.5168705029635839,10,1.7588368921779214,1.7824383298317856,3,0.2727272727272727,5.735611514049978,"(5,6]"
E02005946,E02005952,270,0,0,0,12,0,5,164,16,59,13,1,3105.504789710883,0.01320398966960649,0.21851851851851853,0.2788134275057531,0.783744601088158,198,55.205058646139115,55.9458429426303,115,0.42592592592592593,3.105504789710883,"(3,4]"
E02005946,E02005953,16,0,0,0,2,0,1,10,0,3,0,0,4605.905300337479,0.029370518963671533,0.1875,0.17342103751475094,1.081183705777631,13,2.085190033520024,2.113170730758892,5,0.3125,4.605905300337479,"(4,5]"
