Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,performance,cycle_added_weighted,potential_demand,cycle_fraction,dist2,distance_groups,distance_groups_comb
E02002889,E02002893,42,0,0,0,5,0,0,13,1,1,22,0,1362.3588678093977,0.04750347179205233,0.023809523809523808,0.09309935372270857,0.2557431696082359,4,5,0.11904761904761904,1.3623588678093976,1-2 km,0-2 km
E02002889,E02002895,97,0,5,0,10,0,1,16,4,4,57,0,1092.755515493013,0.0411394757813316,0.041237113402061855,0.08647540995902772,0.4768651969571478,8,12,0.12371134020618557,1.092755515493013,1-2 km,0-2 km
E02002889,E02002896,26,0,1,1,0,0,3,8,1,1,9,2,2815.829270943743,0.023156266957901454,0.038461538461538464,0.10923951990916694,0.35208446992003783,3,4,0.15384615384615385,2.815829270943743,2-3 km,2-4 km
E02002889,E02002898,109,0,0,1,32,1,0,33,6,10,26,0,2160.9078904394632,0.021919574443060006,0.09174311926605505,0.10596852252138221,0.8657582184138052,10,20,0.1834862385321101,2.1609078904394634,2-3 km,2-4 km
E02002889,E02002899,65,0,0,0,20,0,0,17,0,4,24,0,4435.321057718765,0.02321358193102812,0.06153846153846154,0.10332965879596102,0.5955546767068873,6,10,0.15384615384615385,4.435321057718765,4-5 km,4-6 km
E02002889,E02006904,515,0,33,1,56,1,0,46,9,19,350,0,2055.6303735283745,0.020491810355390605,0.036893203883495145,0.10501052177263634,0.35132864079443876,52,71,0.1378640776699029,2.0556303735283747,2-3 km,2-4 km
E02002889,E02006905,54,0,1,0,13,1,0,20,1,5,13,0,2793.000388475086,0.018550273164212115,0.09259259259259259,0.10938015294382031,0.846520964732513,5,10,0.18518518518518517,2.793000388475086,2-3 km,2-4 km
E02002890,E02002869,15,0,3,0,5,0,0,5,0,0,2,0,7603.608428483848,0.012065386200787214,0,0.07370018082989897,0,1,1,0.06666666666666667,7.603608428483848,7-8 km,6-8 km
E02002890,E02002872,16,0,4,0,6,0,0,5,0,1,0,0,7104.649990514111,0.014681213526163221,0.0625,0.07849978748819443,0.7961804993344647,1,2,0.125,7.104649990514111,7-8 km,6-8 km
E02002890,E02002874,43,0,0,0,22,0,0,18,0,0,3,0,4477.460066085573,0.015912295230540434,0,0.1033025732978784,0,4,4,0.09302325581395349,4.477460066085573,4-5 km,4-6 km
