geo_code1,geo_code2,all,bicycle,foot,dist,slope
E02000107,E02000182,19,1,0,4.41,1.79
E02000107,E02000183,14,1,0,6.25,2.03
E02000107,E02000184,17,1,0,7.49,1.75
E02000107,E02000185,30,2,6,3.75,1.81
E02000107,E02000186,29,2,0,7.28,1.95
E02000107,E02000187,19,0,1,8.37,1.8
E02000107,E02000190,14,0,0,9.46,1.08
E02000107,E02000191,61,5,1,8.9,1.12
E02000107,E02000192,29,0,0,10.7,1.06
E02000107,E02000193,92,2,0,9.97,1.03
E02000107,E02000252,63,2,4,6.03,1.56
E02000107,E02000257,10,0,0,8.56,1.32
E02000107,E02000265,10,0,0,11.2,1.19
E02000107,E02000270,12,0,0,8.32,1.59
E02000107,E02000371,15,1,1,12.5,1.63
E02000107,E02000372,35,0,8,6.74,1.56
E02000107,E02000375,32,1,0,7.23,1.52
E02000107,E02000376,12,0,0,7.3,1.44
E02000107,E02000384,28,1,0,10.1,1.12
E02000107,E02000394,12,1,0,12.2,1.04
E02000107,E02000434,15,0,0,8.87,1.61
E02000107,E02000435,10,0,0,11.5,1.62
E02000107,E02000439,12,0,0,7.47,1.58
E02000107,E02000447,12,0,0,12.1,1.45
E02000107,E02000452,24,0,0,11.3,1.53
E02000107,E02000455,18,0,0,9.55,2.01
E02000107,E02000559,14,0,1,10.3,2.24
E02000107,E02000574,16,1,0,10.2,1.83
E02000107,E02000575,60,1,0,10.8,1.84
E02000107,E02000576,26,1,0,11.7,1.72
E02000107,E02000577,17,2,0,4.99,1.38
E02000107,E02000578,13,1,1,5.21,1.42
E02000107,E02000579,11,1,3,5.71,1.44
E02000107,E02000580,13,2,0,5.56,1.49
E02000107,E02000582,13,1,0,6.33,1.34
E02000107,E02000584,15,0,0,7.09,1.34
E02000107,E02000586,10,0,0,8.59,1.26
E02000107,E02000588,33,1,0,10.4,1.07
E02000107,E02000592,15,0,0,9.35,1.22
E02000107,E02000595,13,0,0,10.4,1.11
E02000107,E02000808,57,2,1,12.9,1.12
E02000107,E02000809,31,0,0,14.5,1.13
E02000107,E02000878,16,0,1,13.9,1.59
E02000107,E02000924,10,0,0,13.7,1.08
E02000107,E02000960,24,0,0,5.42,1.75
E02000107,E02000962,19,0,2,5,1.7
E02000107,E02000963,11,0,0,4.18,1.41
E02000107,E02000964,21,1,4,4.11,1.49
E02000107,E02000966,18,0,1,4.8,1.27
E02000107,E02000967,30,0,0,6.59,1.41
E02000107,E02000968,27,1,0,5.79,1.33
E02000107,E02000969,14,0,1,5.19,1.33
E02000107,E02000970,150,4,1,7.68,1.15
E02000107,E02000971,74,2,1,6.69,1.2
E02000107,E02000972,229,9,1,8.75,1.09
E02000107,E02000974,59,5,1,6.6,1.21
E02000107,E02000975,19,0,0,6.7,1.3
E02000107,E02000976,22,4,0,6.32,1.34
E02000107,E02000977,198,2,8,10.1,1.07
E02000107,E02000978,41,1,0,9.55,1.12
E02000107,E02000979,91,5,0,10.4,1.15
E02000107,E02000982,16,3,0,10.5,1.07
E02000107,E02006792,15,0,0,9.96,1.26
E02000107,E02006801,40,1,0,11.8,1.23
E02000107,E02006802,13,0,0,12.3,1.2
E02000107,E02006854,60,0,0,19,1.48
E02000107,E02006882,23,0,1,9.13,1.65
E02000108,E02000109,85,1,2,3.72,1.91
E02000108,E02000111,29,1,3,2.01,1.89
E02000108,E02000112,45,0,7,3.5,1.74
E02000108,E02000113,33,0,0,5.94,1.36
E02000108,E02000116,11,0,0,8.66,1.19
E02000108,E02000118,24,1,2,3.86,1.48
E02000108,E02000119,99,0,1,5.66,1.45
E02000108,E02000121,49,0,4,3.39,1.5
E02000108,E02000123,16,0,1,6.95,1.47
E02000108,E02000192,10,0,0,19.3,1.23
E02000108,E02000193,24,0,1,18.6,1.22
E02000108,E02000238,19,3,2,2.75,1.75
E02000108,E02000239,34,1,4,1.32,3.25
E02000108,E02000242,16,1,0,3.69,1.49
E02000108,E02000243,30,0,5,4,1.77
E02000108,E02000244,15,2,1,3.29,2.8
E02000108,E02000248,43,1,2,4.58,1.96
E02000108,E02000252,67,1,0,6.86,1.78
E02000108,E02000256,10,0,0,5.73,2.44
E02000108,E02000257,10,0,0,6.38,2.15
E02000108,E02000265,11,0,0,6.82,2.04
E02000108,E02000266,28,0,1,8.31,1.6
E02000108,E02000372,18,1,0,8.96,1.71
E02000108,E02000375,17,0,0,10.5,1.51
E02000108,E02000384,25,0,0,11.8,1.35
E02000108,E02000433,10,0,0,8.9,1.3
E02000108,E02000444,10,0,0,6.22,1.33
E02000108,E02000445,12,0,0,5.13,1.4
E02000108,E02000452,21,0,0,4.2,1.41
E02000108,E02000453,10,0,0,4.62,2.75
E02000108,E02000455,30,0,0,3.42,1.4
E02000108,E02000457,10,0,0,4.7,2.85
E02000108,E02000459,13,2,0,3.12,3.72
E02000108,E02000461,42,0,20,1.66,3.36
E02000108,E02000508,11,0,0,13.5,1.2
E02000108,E02000509,16,0,0,13.8,1.12
E02000108,E02000520,10,0,0,10.1,1.01
E02000108,E02000524,26,0,1,15.3,0.89
E02000108,E02000588,10,0,0,16.1,1.14
E02000108,E02000970,30,0,0,15.5,1.31
E02000108,E02000971,14,0,0,14.5,1.36
E02000108,E02000972,42,0,0,16.6,1.29
E02000108,E02000974,10,0,0,14,1.4
E02000108,E02000977,49,0,0,18.7,1.24
E02000108,E02000978,12,0,0,15.6,1.16
E02000108,E02000979,15,0,0,18.7,1.3
E02000108,E02006792,12,0,0,9.76,1.82
E02000108,E02006882,30,0,0,5.06,1.38
E02000109,E02000110,39,1,2,5.26,1.64
E02000109,E02000111,188,3,32,1.82,1.92
E02000109,E02000112,279,3,133,0.756,2.12
E02000109,E02000113,136,2,33,2.52,1.35
E02000109,E02000114,43,0,1,5.37,1.17
E02000109,E02000115,22,0,1,6.75,1.07
E02000109,E02000116,55,0,1,4.74,1.1
E02000109,E02000117,83,1,5,3.65,1.04
E02000109,E02000118,126,0,38,3.15,1.78
E02000109,E02000119,175,7,16,2.24,1.56
E02000109,E02000120,39,0,2,7.52,1.38
E02000109,E02000121,144,2,25,2.62,1.53
E02000109,E02000122,38,0,2,5.71,1.59
E02000109,E02000123,110,2,9,3.54,1.56
E02000109,E02000124,38,1,1,6.16,1.38
E02000109,E02000125,39,0,2,4.94,1.42
E02000109,E02000126,31,0,1,7.52,1.34
E02000109,E02000167,13,0,1,10.2,1.72
E02000109,E02000170,21,1,0,7.96,1.63
E02000109,E02000173,20,0,0,9.98,1.52
E02000109,E02000175,28,3,0,8.43,1.21
E02000109,E02000178,18,1,0,7.46,1.21
E02000109,E02000179,10,0,1,10.5,1.34
E02000109,E02000181,15,0,0,8.67,1.34
E02000109,E02000182,10,0,0,9.26,1.46
E02000109,E02000184,12,0,0,12.7,1.42
E02000109,E02000185,13,0,0,8.55,1.38
E02000109,E02000186,25,0,1,12.1,1.55
E02000109,E02000188,11,0,0,12.6,1.54
E02000109,E02000191,22,0,0,13.4,1.15
E02000109,E02000192,23,0,0,15.1,1.1
E02000109,E02000193,38,0,0,14.4,1.09
E02000109,E02000238,55,0,1,5.95,1.92
E02000109,E02000239,48,1,1,3.93,2.27
E02000109,E02000240,22,0,1,7.09,1.92
E02000109,E02000241,16,0,0,6.48,2.1
E02000109,E02000242,32,0,2,3.93,1.6
E02000109,E02000243,40,0,1,6.8,1.69
E02000109,E02000244,31,0,2,5.52,1.3
E02000109,E02000245,15,0,0,9.24,1.53
E02000109,E02000246,14,0,0,9.67,1.61
E02000109,E02000247,13,0,0,9.6,1.67
E02000109,E02000248,55,3,4,3.88,2.01
E02000109,E02000249,29,0,1,8.55,1.66
E02000109,E02000251,14,0,0,9.56,1.61
E02000109,E02000252,162,7,7,4.84,1.45
E02000109,E02000253,15,0,0,7.68,1.45
E02000109,E02000254,18,0,0,10.4,1.59
E02000109,E02000255,17,1,0,6.81,2.31
E02000109,E02000256,18,0,0,6.59,2.03
E02000109,E02000257,30,0,0,5.67,2.17
E02000109,E02000259,20,0,0,8.02,2.06
E02000109,E02000260,10,0,0,11.1,1.55
E02000109,E02000261,12,0,0,6.52,1.61
E02000109,E02000262,19,0,0,6.44,1.51
E02000109,E02000263,13,0,0,12.2,1.41
E02000109,E02000264,13,0,0,6.55,1.54
E02000109,E02000265,22,0,1,7.91,1.86
E02000109,E02000266,17,0,0,10.9,1.92
E02000109,E02000270,11,0,0,7.14,1.63
E02000109,E02000274,13,0,0,13.4,1.32
E02000109,E02000304,10,0,0,16.5,1.67
E02000109,E02000371,30,0,0,17.6,1.03
E02000109,E02000372,39,2,0,6.38,1.43
E02000109,E02000375,13,0,0,8.38,1.31
E02000109,E02000376,11,0,0,8.14,1.31
E02000109,E02000377,11,0,0,7.47,1.4
E02000109,E02000378,13,2,0,8.85,1.32
E02000109,E02000382,13,1,0,8.61,1.23
E02000109,E02000384,28,1,0,9.75,1.15
E02000109,E02000403,13,0,0,17,1.52
E02000109,E02000412,14,0,0,16.9,1.57
E02000109,E02000433,26,0,0,9.29,1.71
E02000109,E02000434,38,0,0,8.87,1.77
E02000109,E02000435,38,1,1,9.01,1.74
E02000109,E02000436,16,0,0,11.1,1.44
E02000109,E02000437,37,0,1,9.06,1.94
E02000109,E02000438,37,0,0,10.6,1.46
E02000109,E02000439,33,0,2,7.63,1.76
E02000109,E02000440,46,0,0,7.16,1.9
E02000109,E02000441,25,2,0,12,1.37
E02000109,E02000442,48,0,0,7.1,1.93
E02000109,E02000443,52,0,2,7.95,1.6
E02000109,E02000444,47,0,0,6.39,1.91
E02000109,E02000445,51,0,1,7.24,1.64
E02000109,E02000447,33,0,0,8.51,1.52
E02000109,E02000448,22,0,0,10.5,1.38
E02000109,E02000449,72,0,2,5.53,2.03
E02000109,E02000451,24,0,0,9.06,1.41
E02000109,E02000452,63,3,0,7.03,1.71
E02000109,E02000453,62,1,0,8.08,1.51
E02000109,E02000454,15,0,0,10.4,1.36
E02000109,E02000455,59,0,0,6.22,1.4
E02000109,E02000456,36,1,2,7.5,1.56
E02000109,E02000457,29,0,0,9.37,1.4
E02000109,E02000459,36,0,1,6.58,2.75
E02000109,E02000460,28,0,0,7.64,1.91
E02000109,E02000461,51,0,1,5.13,2.36
E02000109,E02000462,25,0,0,6.68,1.96
E02000109,E02000463,26,0,0,7.4,1.97
E02000109,E02000495,17,0,0,13.5,1.34
E02000109,E02000497,19,0,0,12.4,1.36
E02000109,E02000499,20,0,0,10.5,1.75
E02000109,E02000500,21,0,0,12.4,1.66
E02000109,E02000501,21,0,0,10.7,1.7
E02000109,E02000502,12,0,2,11.8,1.53
E02000109,E02000503,20,0,0,10.3,1.65
E02000109,E02000506,12,0,0,15.6,1.25
E02000109,E02000508,17,0,0,18.3,1.31
E02000109,E02000509,24,0,0,18.6,1.25
E02000109,E02000510,10,0,1,16.8,1.28
E02000109,E02000511,11,0,0,11.5,1.41
E02000109,E02000512,11,0,0,13.7,1.4
E02000109,E02000513,15,0,1,10.4,1.51
E02000109,E02000515,12,0,0,19.9,1.17
E02000109,E02000519,11,0,0,11.8,1.36
E02000109,E02000520,10,0,0,12.8,1.3
E02000109,E02000523,10,0,0,14,1.25
E02000109,E02000524,27,0,3,17.9,1.12
E02000109,E02000525,11,0,0,15.5,1.19
E02000109,E02000530,10,0,0,15.7,1.52
E02000109,E02000531,16,0,1,9.68,1.66
E02000109,E02000543,19,0,0,15,1.38
E02000109,E02000559,21,1,1,16.2,1.77
E02000109,E02000564,10,0,1,15.1,1.83
E02000109,E02000575,20,0,0,15.9,1.1
E02000109,E02000576,17,0,0,16.8,1.06
E02000109,E02000577,18,0,0,7.21,1.54
E02000109,E02000584,13,0,0,9.35,1.7
E02000109,E02000596,10,1,0,11.8,1.1
E02000109,E02000808,33,0,1,17.4,1.19
E02000109,E02000809,17,0,0,19.2,1.11
E02000109,E02000960,10,0,0,10.1,1.36
E02000109,E02000962,11,0,0,9.54,1.37
E02000109,E02000963,21,1,0,6.85,1.39
E02000109,E02000964,10,0,1,7.71,1.34
E02000109,E02000965,10,0,0,7.9,1.32
E02000109,E02000967,27,1,1,11.3,1.25
E02000109,E02000968,10,0,0,10.1,1.26
E02000109,E02000969,16,0,0,7.82,1.27
E02000109,E02000970,51,0,0,11.3,1.18
E02000109,E02000971,15,0,0,10.4,1.23
E02000109,E02000972,87,0,0,12.4,1.17
E02000109,E02000974,22,1,0,9.91,1.29
E02000109,E02000975,21,0,0,9.53,1.25
E02000109,E02000977,103,0,1,14.5,1.11
E02000109,E02000978,13,1,0,12.2,1.23
E02000109,E02000979,42,1,0,14.6,1.2
E02000109,E02000980,11,0,0,14.9,1.17
E02000109,E02000982,14,0,0,14.2,0.96
E02000109,E02004903,10,0,0,16.3,2.05
E02000109,E02004904,13,0,0,14.8,1.77
E02000109,E02004906,21,0,1,14.2,2.08
E02000109,E02004907,25,0,1,13.9,2.18
E02000109,E02004908,30,0,0,12.5,2.01
E02000109,E02004961,13,0,0,19,1.84
E02000109,E02004963,10,0,0,15.3,1.8
E02000109,E02004965,16,0,0,13.3,1.85
E02000109,E02004966,26,0,0,15.6,1.76
E02000109,E02004967,17,0,0,13.7,1.73
E02000109,E02004972,14,1,0,17.5,2.11
E02000109,E02004973,10,0,0,18.9,1.72
E02000109,E02004976,42,0,0,17.2,1.83
E02000109,E02004977,10,0,0,16.5,1.84
E02000109,E02006792,18,0,0,8.77,1.28
E02000109,E02006795,42,0,0,8.45,1.8
E02000109,E02006796,39,1,1,8.97,1.72
E02000109,E02006801,11,0,0,16,1.26
E02000109,E02006802,14,0,0,16.5,1.23
E02000109,E02006882,128,0,1,5.72,2.08
E02000110,E02000111,10,0,0,6.83,1.45
E02000110,E02000112,23,0,0,5.35,1.65
E02000110,E02000113,16,0,1,3.1,1.74
E02000110,E02000114,47,2,33,0.848,1.65
E02000110,E02000115,21,0,13,1.7,1.77
E02000110,E02000116,61,2,31,1.19,0.84
E02000110,E02000117,32,0,10,2.57,0.86
E02000110,E02000118,14,0,0,5.97,1.57
E02000110,E02000119,47,4,2,3.56,1.21
E02000110,E02000120,18,0,3,2.94,2.04
E02000110,E02000122,26,3,9,1.85,1.79
E02000110,E02000123,33,4,7,2.93,1.4
E02000110,E02000124,23,5,5,3.05,2.13
E02000110,E02000126,18,0,0,3.98,1.79
E02000110,E02000170,23,6,8,2.88,1.81
E02000110,E02000173,18,0,1,4.92,2.24
E02000110,E02000175,15,1,1,3.37,1.78
E02000110,E02000178,16,0,2,2.56,1.8
E02000110,E02000182,16,0,1,4.79,1.94
E02000110,E02000183,12,1,0,6.67,1.96
E02000110,E02000184,12,0,0,7.91,1.71
E02000110,E02000185,12,0,1,4.13,1.98
E02000110,E02000186,30,1,0,7.7,1.9
E02000110,E02000190,17,1,0,9.84,1.18
E02000110,E02000191,40,3,0,9.28,1.23
E02000110,E02000192,26,2,0,11,1.15
E02000110,E02000193,79,1,1,10.3,1.13
E02000110,E02000252,45,5,1,5.27,1.56
E02000110,E02000257,11,0,0,7.8,1.29
E02000110,E02000371,27,1,0,12.9,1.61
E02000110,E02000372,33,2,2,5.98,1.55
E02000110,E02000375,21,1,0,6.88,1.31
E02000110,E02000384,17,0,0,9.38,1.09
E02000110,E02000452,10,0,0,9.68,1.96
E02000110,E02000455,14,0,0,8.45,2.19
E02000110,E02000559,13,0,5,11.1,2.16
E02000110,E02000574,17,2,0,10.6,1.8
E02000110,E02000575,48,5,0,11.3,1.8
E02000110,E02000576,25,1,0,12.2,1.69
E02000110,E02000577,11,3,1,4.18,1.84
E02000110,E02000582,12,0,1,6.04,1.54
E02000110,E02000588,16,0,0,10.4,1.18
E02000110,E02000808,37,3,0,13.3,1.19
E02000110,E02000809,21,0,0,14.9,1.19
E02000110,E02000878,19,0,1,14.3,1.57
E02000110,E02000960,35,0,0,5.79,1.88
E02000110,E02000964,12,2,3,4.16,1.75
E02000110,E02000966,10,2,0,5.18,1.45
E02000110,E02000967,21,1,0,6.96,1.54
E02000110,E02000970,68,5,0,8.06,1.27
E02000110,E02000971,36,2,0,7.07,1.33
E02000110,E02000972,193,9,0,9.13,1.19
E02000110,E02000974,16,4,0,6.97,1.35
E02000110,E02000977,157,4,0,10.5,1.17
E02000110,E02000978,26,0,0,9.61,1.24
E02000110,E02000979,75,1,1,10.8,1.24
E02000110,E02000980,15,0,0,11.1,1.2
E02000110,E02000982,12,0,0,10.8,1.16
E02000110,E02006801,27,0,0,12.1,1.31
E02000110,E02006802,13,0,0,12.7,1.28
E02000110,E02006854,49,0,0,19.4,1.47
E02000110,E02006882,12,0,1,8.29,1.89
E02000111,E02000112,138,2,72,1.59,1.51
E02000111,E02000113,94,0,4,4.27,1.54
E02000111,E02000114,20,1,3,7.12,1.33
E02000111,E02000116,25,0,1,6.49,1.29
E02000111,E02000117,20,0,1,5.4,1.3
E02000111,E02000118,125,1,63,1.9,0.95
E02000111,E02000119,271,5,42,3.99,1.68
E02000111,E02000120,19,0,0,9.62,1.41
E02000111,E02000121,174,2,91,1.43,0.84
E02000111,E02000123,40,0,0,5.76,1.54
E02000111,E02000124,16,0,1,8.26,1.42
E02000111,E02000125,16,0,0,7.04,1.45
E02000111,E02000175,10,0,1,10.2,1.32
E02000111,E02000184,15,0,0,14.8,1.44
E02000111,E02000186,20,0,0,14.2,1.55
E02000111,E02000190,10,0,0,16,1.17
E02000111,E02000192,13,0,0,17.2,1.16
E02000111,E02000193,24,0,0,16.5,1.14
E02000111,E02000238,41,2,1,4.23,1.89
E02000111,E02000239,36,0,8,2.21,2.49
E02000111,E02000241,15,0,2,4.76,2.14
E02000111,E02000242,38,4,3,2.41,0.95
E02000111,E02000243,25,1,0,5.09,1.59
E02000111,E02000244,37,0,3,4,2.4
E02000111,E02000248,69,1,23,3.26,1.72
E02000111,E02000249,16,0,0,5.7,1.61
E02000111,E02000252,150,6,13,5.51,1.38
E02000111,E02000254,10,0,0,7.72,1.54
E02000111,E02000256,20,1,1,6.05,1.35
E02000111,E02000257,23,0,0,5.06,2.04
E02000111,E02000260,14,0,0,8.41,1.5
E02000111,E02000263,13,0,0,9.54,1.32
E02000111,E02000266,31,0,2,9.33,1.49
E02000111,E02000274,10,0,0,10.7,1.22
E02000111,E02000371,13,0,0,19.7,1.09
E02000111,E02000372,23,0,0,7.91,1.43
E02000111,E02000375,17,0,0,9.05,1.28
E02000111,E02000384,30,0,0,10.4,1.13
E02000111,E02000400,14,0,0,17.6,1.46
E02000111,E02000433,24,0,0,9.26,1.26
E02000111,E02000434,14,0,0,8.84,1.3
E02000111,E02000435,26,0,0,8.98,1.28
E02000111,E02000436,14,0,0,10.1,1.21
E02000111,E02000437,23,0,0,8.44,1.42
E02000111,E02000438,11,0,0,9.53,1.22
E02000111,E02000439,14,0,0,7.6,1.21
E02000111,E02000440,14,0,0,7.13,1.32
E02000111,E02000441,13,0,0,10.7,1.26
E02000111,E02000442,13,0,0,7.07,1.34
E02000111,E02000443,31,1,0,6.88,1.18
E02000111,E02000444,14,0,0,6.36,1.26
E02000111,E02000445,24,0,0,6.6,1.23
E02000111,E02000447,13,0,0,7.27,1.22
E02000111,E02000448,18,1,1,9.18,1.25
E02000111,E02000449,23,0,0,5.49,1.27
E02000111,E02000451,10,0,0,7.72,1.27
E02000111,E02000452,52,0,2,5.66,1.2
E02000111,E02000453,19,0,0,6.75,1.36
E02000111,E02000455,61,0,0,4.88,1.17
E02000111,E02000456,12,0,0,6.17,1.41
E02000111,E02000457,23,0,0,6.45,2.56
E02000111,E02000459,28,3,0,4.86,3.02
E02000111,E02000460,13,0,0,5.93,1.89
E02000111,E02000461,37,0,0,3.41,2.55
E02000111,E02000462,15,0,0,4.97,1.95
E02000111,E02000463,11,0,0,5.68,1.97
E02000111,E02000494,12,0,0,13.6,1.75
E02000111,E02000495,10,0,0,12.1,1.24
E02000111,E02000499,17,0,0,8.79,1.71
E02000111,E02000503,12,2,1,8.54,1.58
E02000111,E02000504,12,0,0,13,1.21
E02000111,E02000509,12,0,0,14.7,1.25
E02000111,E02000519,10,0,0,10.1,1.25
E02000111,E02000520,14,0,0,11.1,1.19
E02000111,E02000524,56,1,0,16.2,1.02
E02000111,E02000531,16,2,1,9.06,1.56
E02000111,E02000538,13,0,0,15,1.09
E02000111,E02000543,11,0,0,14.3,1.25
E02000111,E02000559,10,1,1,17.9,1.78
E02000111,E02000577,11,0,0,9.31,1.54
E02000111,E02000588,24,0,1,15,1.07
E02000111,E02000808,16,0,0,19.5,1.23
E02000111,E02000967,13,0,0,13.4,1.29
E02000111,E02000969,15,0,0,9.92,1.32
E02000111,E02000970,38,0,0,13.4,1.24
E02000111,E02000971,16,0,0,12.5,1.28
E02000111,E02000972,69,0,0,14.5,1.22
E02000111,E02000974,29,0,0,12,1.33
E02000111,E02000975,10,0,0,11.6,1.3
E02000111,E02000977,56,0,0,16.6,1.17
E02000111,E02000979,36,1,0,16.7,1.24
E02000111,E02004907,11,4,0,13.8,1.88
E02000111,E02004963,10,1,0,14.3,1.66
E02000111,E02004966,22,1,0,14.3,1.71
E02000111,E02004972,15,0,0,17.4,1.65
E02000111,E02004973,17,0,0,17.8,1.6
E02000111,E02004976,23,1,0,16.1,1.72
E02000111,E02004977,12,0,0,15.5,1.72
E02000111,E02004978,10,0,0,15.9,1.73
E02000111,E02006792,17,0,0,9.44,1.25
E02000111,E02006795,15,0,0,6.73,1.75
E02000111,E02006796,16,0,1,7.25,1.65
E02000111,E02006882,99,2,0,5.69,1.35
E02000112,E02000113,139,3,19,2.61,1.45
E02000112,E02000114,35,0,1,5.46,1.23
E02000112,E02000115,18,0,1,6.85,1.11
E02000112,E02000116,51,0,9,4.83,1.16
E02000112,E02000117,69,1,3,3.74,1.12
E02000112,E02000118,133,1,62,2.72,1.61
E02000112,E02000119,240,4,57,2.33,1.67
E02000112,E02000120,25,1,1,7.62,1.42
E02000112,E02000121,139,0,41,2.39,1.26
E02000112,E02000122,18,0,0,5.8,1.64
E02000112,E02000123,79,2,1,3.63,1.63
E02000112,E02000124,32,0,1,6.26,1.42
E02000112,E02000125,17,1,3,5.03,1.47
E02000112,E02000126,31,0,1,7.61,1.38
E02000112,E02000173,15,0,0,10.1,1.55
E02000112,E02000185,10,0,1,8.64,1.41
E02000112,E02000186,18,0,3,12.2,1.57
E02000112,E02000187,13,0,0,13.3,1.51
E02000112,E02000189,12,0,0,14.7,1.16
E02000112,E02000191,21,0,0,13.5,1.17
E02000112,E02000192,15,0,1,15.2,1.12
E02000112,E02000193,26,2,1,14.5,1.11
E02000112,E02000238,47,5,0,5.72,1.82
E02000112,E02000239,22,0,1,3.7,2.14
E02000112,E02000240,11,1,0,6.87,1.84
E02000112,E02000242,25,0,4,3.7,1.43
E02000112,E02000243,34,0,1,6.57,1.6
E02000112,E02000244,42,0,0,5.29,1.17
E02000112,E02000246,10,0,2,9.45,1.55
E02000112,E02000247,18,0,1,8.35,1.53
E02000112,E02000248,58,1,10,3.97,2.07
E02000112,E02000249,15,1,0,7.18,1.61
E02000112,E02000251,17,0,0,8.38,1.58
E02000112,E02000252,186,16,6,4.93,1.5
E02000112,E02000253,14,1,0,7.77,1.48
E02000112,E02000255,11,0,0,6.9,2.33
E02000112,E02000256,22,1,0,6.69,2.06
E02000112,E02000257,27,0,1,5.77,2.2
E02000112,E02000259,10,1,0,8.11,2.08
E02000112,E02000262,17,0,1,6.54,1.55
E02000112,E02000263,11,0,0,11,1.36
E02000112,E02000265,15,1,0,8.01,1.89
E02000112,E02000266,26,0,0,10.8,1.51
E02000112,E02000268,10,0,0,7.38,1.88
E02000112,E02000269,10,0,0,8.2,1.79
E02000112,E02000270,12,0,0,7.23,1.66
E02000112,E02000272,12,0,0,8.87,1.75
E02000112,E02000274,22,1,1,12.2,1.27
E02000112,E02000275,12,0,0,12.1,1.29
E02000112,E02000372,39,1,1,6.48,1.47
E02000112,E02000375,26,1,1,8.47,1.35
E02000112,E02000384,22,1,0,9.84,1.18
E02000112,E02000386,11,1,0,11,1.17
E02000112,E02000433,19,0,0,9.06,1.64
E02000112,E02000434,24,0,0,8.64,1.7
E02000112,E02000437,21,0,0,8.83,1.88
E02000112,E02000438,20,0,0,10.3,1.39
E02000112,E02000439,14,0,0,7.4,1.67
E02000112,E02000440,24,1,2,6.93,1.82
E02000112,E02000442,18,0,0,6.87,1.85
E02000112,E02000443,27,1,0,7.72,1.52
E02000112,E02000444,20,1,0,6.16,1.82
E02000112,E02000445,29,0,0,7.01,1.55
E02000112,E02000447,17,0,0,8.28,1.44
E02000112,E02000448,15,1,0,10.3,1.31
E02000112,E02000449,29,0,0,5.3,1.93
E02000112,E02000451,15,0,0,8.83,1.34
E02000112,E02000452,59,1,2,6.81,1.62
E02000112,E02000453,26,1,0,7.86,1.43
E02000112,E02000454,13,0,0,10.1,1.29
E02000112,E02000455,60,0,1,5.99,1.29
E02000112,E02000456,17,0,0,7.27,1.47
E02000112,E02000457,17,0,0,9.14,1.32
E02000112,E02000459,25,0,0,6.35,2.69
E02000112,E02000460,17,0,0,7.42,1.83
E02000112,E02000461,31,0,1,4.9,2.27
E02000112,E02000462,17,0,0,6.45,1.88
E02000112,E02000463,16,0,0,7.17,1.9
E02000112,E02000494,15,0,1,14.7,1.76
E02000112,E02000497,13,0,0,12.2,1.3
E02000112,E02000499,10,0,0,10.3,1.69
E02000112,E02000503,15,0,0,10,1.59
E02000112,E02000508,18,0,0,16,1.35
E02000112,E02000513,14,0,0,10.2,1.44
E02000112,E02000519,10,0,0,11.5,1.3
E02000112,E02000520,16,1,0,12.5,1.24
E02000112,E02000524,31,0,0,17.7,1.07
E02000112,E02000531,11,0,0,9.77,1.69
E02000112,E02000559,13,0,3,16.3,1.78
E02000112,E02000575,24,1,1,16,1.12
E02000112,E02000577,17,1,0,7.3,1.57
E02000112,E02000588,15,2,0,13,1.02
E02000112,E02000808,30,1,0,17.5,1.21
E02000112,E02000809,14,0,4,19.3,1.13
E02000112,E02000960,10,0,0,10.2,1.39
E02000112,E02000962,14,0,0,9.63,1.4
E02000112,E02000963,11,0,0,6.95,1.43
E02000112,E02000967,27,0,0,11.4,1.27
E02000112,E02000968,14,0,0,10.2,1.29
E02000112,E02000969,19,0,1,7.91,1.3
E02000112,E02000970,43,0,1,11.4,1.21
E02000112,E02000971,22,0,1,10.5,1.26
E02000112,E02000972,83,0,0,12.5,1.19
E02000112,E02000974,39,0,0,10,1.32
E02000112,E02000975,14,0,0,9.62,1.28
E02000112,E02000976,14,0,0,9.57,1.41
E02000112,E02000977,54,0,0,14.6,1.13
E02000112,E02000978,17,0,0,12.3,1.26
E02000112,E02000979,40,0,0,14.7,1.22
E02000112,E02003690,10,0,0,18.2,1.51
E02000112,E02004976,21,0,0,17,1.8
E02000112,E02006792,17,0,0,8.86,1.31
E02000112,E02006795,29,0,0,8.22,1.73
E02000112,E02006796,21,0,0,8.74,1.65
E02000112,E02006801,21,0,0,16.1,1.28
E02000112,E02006882,78,0,1,5.5,1.98
E02000113,E02000114,34,1,5,3.31,1
E02000113,E02000115,12,1,1,4.66,1.12
E02000113,E02000116,68,1,13,2.67,0.82
E02000113,E02000117,124,6,44,1.58,0.51
E02000113,E02000118,73,0,6,2.88,1.36
E02000113,E02000119,195,8,59,1.42,1.13
E02000113,E02000120,17,1,2,5.9,1.39
E02000113,E02000121,76,1,4,3.12,1.31
E02000113,E02000122,12,0,0,4.21,1.21
E02000113,E02000123,108,4,15,2.16,1.34
E02000113,E02000124,22,0,4,4.79,1.23
E02000113,E02000125,27,5,3,3.57,1.23
E02000113,E02000126,13,1,1,6.15,1.22
E02000113,E02000172,10,0,0,10,1.47
E02000113,E02000173,18,0,0,7.88,1.68
E02000113,E02000175,21,0,0,6.33,1.29
E02000113,E02000178,11,0,0,5.52,1.23
E02000113,E02000182,11,0,0,7.75,1.48
