Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001837,E02001875,42,0,0,0,15,0,0,22,5,0,0,0,7677.1395831323425,0.018899733403785552
E02001837,E02001876,150,0,0,2,65,1,3,62,10,5,2,0,8415.745128591494,0.017863457168063267
E02001837,E02001878,28,0,0,2,4,0,0,15,7,0,0,0,8661.018308935169,0.017077743516783133
E02001837,E02001879,13,0,0,0,2,0,0,10,1,0,0,0,9808.924028987363,0.01811220215263506
E02001837,E02001890,19,0,0,0,6,0,0,12,0,0,1,0,11683.152547116459,0.019756226964213523
E02001837,E02001892,14,0,0,0,5,0,0,9,0,0,0,0,12052.179711247121,0.020514511282765553
E02001837,E02001895,11,0,0,0,7,0,0,4,0,0,0,0,13968.916971117997,0.02687264246779143
E02001837,E02001897,15,0,0,0,2,0,2,10,0,1,0,0,11133.25689161847,0.02901916403197457
E02001837,E02001904,25,0,0,0,2,0,1,19,3,0,0,0,13089.060099816877,0.017876042509204056
E02001837,E02001905,11,0,0,1,3,0,0,7,0,0,0,0,13017.921611890952,0.01777543462923215
E02001837,E02001913,13,0,0,0,6,0,0,5,2,0,0,0,15007.48791333476,0.019522207477236948
E02001837,E02002089,44,0,0,5,7,0,0,28,1,1,2,0,16043.682302229376,0.0175146039505829
E02001837,E02006809,12,0,0,0,4,1,0,5,2,0,0,0,5283.582052075688,0.020169238837953015
E02001837,E02006895,18,0,0,0,8,0,0,8,1,0,1,0,10462.479335120126,0.01755103204538297
E02001837,E02006896,56,0,0,1,24,1,0,27,2,0,1,0,10023.794263773349,0.01987838251167458
E02001837,E02006897,27,0,0,1,15,1,0,8,0,0,2,0,10450.86255123974,0.018883506987188554
E02001837,E02006898,40,0,0,0,15,0,0,19,6,0,0,0,9548.721879254677,0.027444097812504415
E02001837,E02006899,192,0,0,5,112,2,3,44,14,1,10,1,NA,0.02232957276518472
E02001837,E02006900,33,0,0,0,8,0,2,19,3,0,0,1,10437.863543203915,0.021950398843858493
E02001837,E02006901,17,0,0,0,4,0,2,9,1,0,1,0,13681.83654341685,0.019197108394857713
E02001839,E02001834,40,0,0,0,2,0,0,18,2,3,15,0,1352.7459494340771,0.018211435423587614
E02001839,E02001837,17,0,0,0,2,0,0,12,1,0,2,0,1419.2541104310963,0.017506329139256878
E02001839,E02001839,156,0,0,0,10,2,1,57,9,0,77,0,0,0.020373238173662944
E02001839,E02001840,17,0,0,0,0,0,1,14,2,0,0,0,2418.677110298259,0.019344614834408733
E02001839,E02001842,16,0,0,0,3,0,0,12,0,0,1,0,2971.16656661925,0.017842810676541976
E02001839,E02001843,48,0,0,0,10,0,0,28,1,0,9,0,1262.1817961050526,0.01853546491690153
E02001839,E02001845,23,0,0,0,0,0,0,8,0,1,14,0,1278.5897804259175,0.01729132530249293
