Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope
E02001075,E02001061,19,0,0,0,4,1,0,10,1,3,0,0,4512.333079823144,0.013591235238839336
E02001075,E02001062,125,0,0,2,63,0,0,38,4,16,2,0,4489.711220849951,0.015730659879559135
E02001075,E02001063,61,0,0,2,27,0,1,21,1,6,3,0,5191.626513076497,0.013709605260976228
E02001075,E02001064,53,0,0,0,12,0,0,22,6,6,7,0,2541.3795964377764,0.01278198892307704
E02001075,E02001066,109,0,0,0,39,0,0,43,5,8,14,0,2780.6493062366635,0.010546187518131621
E02001075,E02001067,18,0,0,0,2,0,0,8,4,1,3,0,1962.581252379082,0.011955952325316217
E02001075,E02001069,22,0,0,1,4,0,0,12,0,1,4,0,4059.799220150319,0.01392039524859199
E02001075,E02001070,44,0,0,0,14,2,2,12,4,4,6,0,3003.868889605396,0.013622504584134833
E02001075,E02001071,46,0,0,1,9,0,1,11,1,4,19,0,1025.862098004885,0.01374450952464392
E02001075,E02001075,199,0,0,5,23,2,0,67,2,7,93,0,0,0.013386695577580874
E02001075,E02001076,26,0,0,0,5,0,0,12,0,0,9,0,2127.056539755714,0.012806033574040698
E02001075,E02001077,12,0,0,0,2,0,0,9,0,1,0,0,5708.0287233189465,0.011026737015086378
E02001075,E02001078,28,0,0,2,4,0,2,8,1,1,10,0,1722.7611792682246,0.014388297495246232
E02001075,E02001080,20,0,0,1,2,0,0,9,2,2,4,0,2211.7296966465915,0.011261587840386214
E02001075,E02001082,35,0,0,0,7,0,0,18,6,1,3,0,3747.42252134672,0.01138617095047434
E02001075,E02001083,28,0,0,1,7,0,0,15,4,1,0,0,4954.363609782098,0.01185211574197449
E02001075,E02001085,14,0,0,0,4,0,0,6,1,3,0,0,2194.146125467216,0.00938262464397337
E02001075,E02001087,15,0,0,1,3,0,0,9,0,2,0,0,4922.615536828344,0.011226020833812514
E02001075,E02001089,44,0,0,0,10,2,0,22,1,5,4,0,4989.028196128707,0.014365151204034716
E02001075,E02001189,11,0,0,0,3,0,0,4,0,2,2,0,3376.2430660116397,0.011239580609713688
E02001075,E02001259,13,0,0,0,2,0,0,9,0,2,0,0,6382.588893597539,0.011536445570458357
E02001075,E02006902,228,0,2,27,132,0,0,35,8,15,9,0,6867.093475390618,0.012413065250682776
E02001075,E02006912,184,0,0,51,76,0,2,32,2,14,7,0,5583.309848827111,0.012471818792113386
E02001075,E02006913,12,0,1,1,6,0,0,4,0,0,0,0,8739.389406975792,0.010185346489102489
E02001075,E02006914,53,0,0,5,26,1,0,7,1,9,4,0,5588.425071529836,0.01770144680126952
E02001075,E02006915,20,0,0,0,8,1,0,10,0,0,1,0,9175.210307708681,0.011449240928433009
E02001075,E02006917,89,0,0,16,42,0,0,16,5,5,5,0,6341.489791425002,0.011146884412829818
