Area of residence,Area of workplace,All categories: Method of travel to work,Work mainly at or from home,"Underground, metro, light rail, tram",Train,"Bus, minibus or coach",Taxi,"Motorcycle, scooter or moped",Driving a car or van,Passenger in a car or van,Bicycle,On foot,Other method of travel to work,dist,slope,perc_cycle,prob_cycle,performance,cycle_added_weighted,potential_demand,cycle_fraction,dist2,distance_groups,distance_groups_comb
E02001052,E02001089,12,0,0,0,2,0,0,8,0,0,2,0,13408.526417536794,0.02009032773997948,0,0.01421069663061104,0,0,0,0,13.408526417536795,13-14 km,13-14 km
E02001052,E02001259,17,0,3,0,3,0,0,10,1,0,0,0,7316.5783931195265,0.01761916468449751,0,0.036780242090163125,0,1,1,0.058823529411764705,7.316578393119526,7-8 km,6-8 km
E02001052,E02001262,14,0,4,0,1,0,0,7,2,0,0,0,8028.393238595043,0.02091692428192516,0,0.02887927784713109,0,0,0,0,8.028393238595044,8-9 km,8-10 km
E02001052,E02006902,318,0,65,7,93,2,1,96,16,8,24,6,3235.261479834364,0.01939304721915995,0.025157232704402517,0.052690576823982864,0.47745221671120225,16,24,0.07547169811320754,3.2352614798343637,3-4 km,2-4 km
E02001052,E02006912,206,0,43,1,53,5,0,67,16,5,12,4,4673.729374469575,0.01963060458552371,0.024271844660194174,0.04687925478886566,0.517752356975585,9,14,0.06796116504854369,4.673729374469575,4-5 km,4-6 km
E02001052,E02006913,207,0,2,1,29,1,1,96,11,4,60,2,1133.8901133183574,0.01579670440232382,0.01932367149758454,0.051996108982642085,0.371636875829216,11,15,0.07246376811594203,1.1338901133183574,1-2 km,0-2 km
E02001052,E02006914,38,0,6,0,15,2,0,10,1,1,3,0,5485.623626687084,0.01779133792278026,0.02631578947368421,0.04627991857991133,0.5686222076697229,2,3,0.07894736842105263,5.485623626687084,5-6 km,4-6 km
E02001052,E02006915,222,0,4,0,22,4,1,100,14,3,70,4,1317.3655777456895,0.01707974695245021,0.013513513513513514,0.05195365372397716,0.2601070866990224,11,14,0.06306306306306306,1.3173655777456894,1-2 km,0-2 km
E02001052,E02006917,75,0,13,0,27,3,0,14,8,4,6,0,4721.448973889396,0.02141198807240012,0.05333333333333334,0.043371110898734404,1.2296971930891822,3,7,0.09333333333333334,4.721448973889396,4-5 km,4-6 km
E02001053,E02001046,27,0,0,0,9,1,0,7,4,0,6,0,3022.760270680226,0.0200277012450139,0,0.051795075244163546,0,1,1,0.037037037037037035,3.0227602706802257,3-4 km,2-4 km
E02001053,E02001047,24,0,0,0,6,2,0,10,2,0,4,0,3693.784531670913,0.01985336615992009,0,0.05047043547544248,0,1,1,0.041666666666666664,3.693784531670913,3-4 km,2-4 km
E02001053,E02001049,19,0,0,0,7,0,0,9,1,0,2,0,4044.761785754559,0.01637096638445893,0,0.05654450955584657,0,1,1,0.05263157894736842,4.044761785754559,4-5 km,4-6 km
E02001053,E02001050,157,0,1,0,24,6,2,31,8,5,80,0,1298.1465983099467,0.02011010870368775,0.03184713375796178,0.04650859571346362,0.6847580166507256,7,12,0.07643312101910828,1.2981465983099467,1-2 km,0-2 km
E02001053,E02001051,66,0,0,0,7,2,0,16,2,1,38,0,1960.597232931411,0.01726090652501272,0.015151515151515152,0.05639441581416747,0.26867048683406647,4,5,0.07575757575757576,1.9605972329314112,1-2 km,0-2 km
E02001053,E02001052,42,0,1,0,9,1,1,21,3,0,6,0,1821.081115062162,0.02619491265429345,0,0.04011342953176068,0,2,2,0.047619047619047616,1.8210811150621622,1-2 km,0-2 km
E02001053,E02001053,127,0,0,0,18,0,0,32,4,2,71,0,0,0.01980098852190949,0.015748031496062992,0.013065541899805836,1.2053102440624388,2,4,0.031496062992125984,0,NA,NA
E02001053,E02001055,95,0,0,0,14,5,0,32,6,7,30,1,3445.289479464805,0.01825848682421192,0.07368421052631578,0.0545468414729711,1.3508428450953953,5,12,0.12631578947368421,3.445289479464805,3-4 km,2-4 km
E02001053,E02001057,32,0,0,0,10,0,0,11,0,1,10,0,3228.575972989098,0.01899988007060583,0.03125,0.053520748892243675,0.5838857012804021,2,3,0.09375,3.228575972989098,3-4 km,2-4 km
E02001053,E02001059,75,0,0,0,18,5,2,36,7,4,3,0,4445.805300085872,0.01786674927312247,0.05333333333333334,0.05147879184416847,1.036025349910673,4,8,0.10666666666666667,4.445805300085872,4-5 km,4-6 km
E02001053,E02001061,25,0,0,0,7,0,0,12,1,2,3,0,6441.4874297969045,0.01655365677532384,0.08,0.04328812882646823,1.8480817297670893,1,3,0.12,6.441487429796904,6-7 km,6-8 km
E02001053,E02001062,45,0,0,0,14,0,0,21,1,4,5,0,5347.170875198262,0.02786444681920698,0.08888888888888889,0.03089915572937384,2.8767416711126494,1,5,0.1111111111111111,5.3471708751982625,5-6 km,4-6 km
E02001053,E02001063,24,0,0,0,12,0,0,8,2,1,1,0,5960.300704216406,0.02390415143112782,0.041666666666666664,0.03379675514117448,1.232859974060181,1,2,0.08333333333333333,5.960300704216406,5-6 km,4-6 km
E02001053,E02001064,37,0,0,0,12,1,0,13,4,2,5,0,7018.076829200356,0.0256467433120012,0.05405405405405406,0.027192908319045306,1.9877996652603651,1,3,0.08108108108108109,7.018076829200356,7-8 km,6-8 km
E02001053,E02001066,28,0,0,0,15,1,0,8,0,4,0,0,6974.318219332752,0.02811834317349982,0.14285714285714285,0.024601506228748675,5.806845382914146,1,5,0.17857142857142858,6.974318219332752,6-7 km,6-8 km
E02001053,E02001070,21,0,0,0,9,0,0,11,0,0,1,0,7728.009337181221,0.02251941289688991,0,0.028133927837269264,0,1,1,0.047619047619047616,7.728009337181221,7-8 km,6-8 km
E02001053,E02001089,12,0,0,0,3,0,0,7,0,0,1,1,13017.478474297206,0.02734511137746286,0,0.010895997426674263,0,0,0,0,13.017478474297207,13-14 km,13-14 km
E02001053,E02001259,16,0,1,1,1,0,0,6,1,3,2,1,7046.972235482189,0.03573709280143552,0.1875,0.0175135916319769,10.705970764880474,0,3,0.1875,7.046972235482189,7-8 km,6-8 km
E02001053,E02006902,258,0,0,4,147,5,1,59,15,7,19,1,2844.213536594773,0.03253330794819815,0.027131782945736434,0.0319435101775176,0.8493676116043207,8,15,0.05813953488372093,2.844213536594773,2-3 km,2-4 km
E02001053,E02006912,145,0,0,1,83,1,1,45,3,5,6,0,4282.681431229985,0.01773117674210977,0.034482758620689655,0.052518774901263277,0.6565796457651226,7,12,0.08275862068965517,4.282681431229985,4-5 km,4-6 km
E02001053,E02006913,90,0,0,0,28,3,0,34,5,3,17,0,1943.085536845808,0.02445753974425273,0.03333333333333333,0.04317086980959998,0.7721255902497693,4,7,0.07777777777777778,1.943085536845808,1-2 km,0-2 km
E02001053,E02006914,37,0,0,0,16,1,0,11,2,4,3,0,5140.133102663338,0.01842210357363979,0.10810810810810811,0.04689628823829603,2.305259374873635,2,6,0.16216216216216217,5.140133102663338,5-6 km,4-6 km
E02001053,E02006915,33,0,0,0,5,1,0,19,4,1,3,0,2583.4541075796524,0.02573950901844001,0.030303030303030304,0.041858565590814786,0.7239385744665803,1,2,0.06060606060606061,2.5834541075796524,2-3 km,2-4 km
E02001053,E02006917,61,0,0,1,32,1,0,18,3,0,6,0,4566.453643508324,0.02400682513342172,0,0.03961304259795448,0,2,2,0.03278688524590164,4.566453643508324,4-5 km,4-6 km
E02001055,E02001049,18,0,0,0,2,0,0,8,1,2,5,0,2740.509627689335,0.02219018898407086,0.1111111111111111,0.047924326440410336,2.3184699580341093,1,3,0.16666666666666666,2.740509627689335,2-3 km,2-4 km
E02001055,E02001050,69,0,0,0,17,0,0,38,7,3,4,0,3573.2160459121883,0.02458606678860526,0.043478260869565216,0.04212984572010076,1.0320061734482238,3,6,0.08695652173913043,3.5732160459121882,3-4 km,2-4 km
E02001055,E02001051,19,0,0,0,3,1,1,8,1,2,3,0,2301.4100024707604,0.02762648498437532,0.10526315789473684,0.03888040570772559,2.707357497399285,1,3,0.15789473684210525,2.3014100024707607,2-3 km,2-4 km
E02001055,E02001052,18,0,0,0,5,0,0,12,1,0,0,0,5144.546365252794,0.02741463024819014,0,0.03226591694274559,0,1,1,0.05555555555555555,5.144546365252794,5-6 km,4-6 km
E02001055,E02001053,35,0,0,1,5,3,0,17,2,2,5,0,3399.8846629897107,0.02375281423679354,0.05714285714285714,0.0440196681810457,1.2981210332580861,1,3,0.08571428571428572,3.399884662989711,3-4 km,2-4 km
E02001055,E02001055,368,0,1,2,35,2,3,116,33,17,158,1,0,0.02702816014110465,0.04619565217391304,0.01088656575283258,4.243363170969998,4,21,0.057065217391304345,0,NA,NA
E02001055,E02001056,52,0,0,0,10,1,0,19,1,4,16,1,2059.5694669915106,0.02584681768806886,0.07692307692307693,0.04126369653832849,1.8641828865629044,2,6,0.11538461538461539,2.0595694669915106,2-3 km,2-4 km
E02001055,E02001057,32,0,0,0,9,0,0,18,4,1,0,0,3653.0761747166207,0.02683469827173284,0.03125,0.038284831602627564,0.8162501620577913,1,2,0.0625,3.6530761747166207,3-4 km,2-4 km
E02001055,E02001059,92,0,0,0,13,6,0,40,18,7,8,0,2904.0590933230637,0.016707416966134273,0.07608695652173914,0.05903430242059672,1.2888600932327243,5,12,0.13043478260869565,2.9040590933230637,2-3 km,2-4 km
E02001055,E02001061,28,0,0,1,7,0,0,12,7,0,1,0,4113.782730762251,0.01876789436031098,0,0.051093931540237496,0,1,1,0.03571428571428571,4.113782730762251,4-5 km,4-6 km
E02001055,E02001062,72,0,0,0,16,0,0,44,6,2,4,0,5383.503161646529,0.02394906933929403,0.027777777777777776,0.036250145855731476,0.7662804416933362,3,5,0.06944444444444445,5.383503161646529,5-6 km,4-6 km
E02001055,E02001063,28,0,0,0,5,1,0,20,0,1,1,0,6935.784534953552,0.0326845984417511,0.03571428571428571,0.0203125370289006,1.7582385530409896,1,2,0.07142857142857142,6.935784534953552,6-7 km,6-8 km
E02001055,E02001064,28,0,0,0,2,0,1,16,3,4,2,0,5650.338372918404,0.01880120257718781,0.14285714285714285,0.043518911471732834,3.282645131184725,1,5,0.17857142857142858,5.650338372918404,5-6 km,4-6 km
E02001055,E02001066,54,0,0,0,19,0,0,27,3,2,3,0,6382.354292924001,0.0151828061584762,0.037037037037037035,0.04620347072345283,0.8016072484839776,2,4,0.07407407407407407,6.382354292924001,6-7 km,6-8 km
E02001055,E02001070,11,0,0,0,2,0,0,6,0,1,2,0,7983.225766339688,0.02104312949030054,0.09090909090909091,0.028908830145910742,3.1446824534319777,0,1,0.09090909090909091,7.983225766339688,7-8 km,6-8 km
E02001055,E02001259,19,0,0,0,5,0,0,10,3,1,0,0,8449.208527432804,0.01996473935295734,0.05263157894736842,0.028326930925805235,1.8580049877349107,1,2,0.10526315789473684,8.449208527432804,8-9 km,8-10 km
E02001055,E02006902,251,0,1,0,125,3,1,78,24,13,6,0,5064.802083372786,0.02205409965070504,0.05179282868525897,0.0407036192541499,1.2724379215978068,10,23,0.09163346613545817,5.064802083372786,5-6 km,4-6 km
E02001055,E02006912,140,0,0,2,68,0,1,48,14,3,4,0,5003.230015846658,0.02317453418285767,0.02142857142857143,0.039126573839359295,0.5476730857281299,5,8,0.05714285714285714,5.003230015846658,5-6 km,4-6 km
E02001055,E02006913,34,0,0,1,12,1,0,13,4,1,2,0,5342.970199835519,0.02500810555684958,0.029411764705882353,0.034848673388831845,0.8439852036177684,1,2,0.058823529411764705,5.342970199835519,5-6 km,4-6 km
E02001055,E02006914,32,0,0,0,15,0,0,13,3,0,1,0,6066.831419278363,0.02178726685935401,0,0.036451381435124254,0,1,1,0.03125,6.066831419278363,6-7 km,6-8 km
E02001055,E02006915,19,0,0,0,3,0,0,12,2,2,0,0,5983.338770569365,0.01851383397231369,0.10526315789473684,0.04227521721603058,2.4899495455418146,1,3,0.15789473684210525,5.983338770569365,5-6 km,4-6 km
E02001055,E02006917,73,0,0,0,41,0,0,25,4,2,1,0,6308.696076980163,0.018012540120492,0.0273972602739726,0.041419385796190096,0.661459839331869,3,5,0.0684931506849315,6.308696076980163,6-7 km,6-8 km
E02001056,E02001049,11,0,0,0,3,0,0,4,1,0,3,0,4794.216903676762,0.01807296021101714,0,0.049353782648843283,0,1,1,0.09090909090909091,4.7942169036767615,4-5 km,4-6 km
E02001056,E02001050,20,0,0,0,11,0,0,4,3,1,1,0,5289.7253154314985,0.01830296372313624,0.05,0.04634454046219874,1.0788757316686064,1,2,0.1,5.2897253154314985,5-6 km,4-6 km
E02001056,E02001052,16,0,0,0,2,0,0,11,1,0,2,0,6301.611450819386,0.01787465125899066,0,0.04169851777583581,0,1,1,0.0625,6.301611450819386,6-7 km,6-8 km
E02001056,E02001053,11,0,0,0,2,0,0,6,1,0,2,0,4480.530335757226,0.02344396876679922,0,0.04088838442478121,0,0,0,0,4.4805303357572255,4-5 km,4-6 km
E02001056,E02001055,120,0,0,0,11,0,1,41,9,7,50,1,2059.5694669915106,0.0202572136545967,0.058333333333333334,0.050838569095904375,1.1474228006553542,6,13,0.10833333333333334,2.0595694669915106,2-3 km,2-4 km
E02001056,E02001056,120,0,0,0,18,1,1,28,4,1,67,0,0,0.02084485905682408,0.008333333333333333,0.012726054227940143,0.6548245971667668,2,3,0.025,0,NA,NA
E02001056,E02001057,37,0,0,1,12,0,0,17,1,0,6,0,3090.3799737554787,0.02117066631214441,0,0.04943299904220731,0,2,2,0.05405405405405406,3.0903799737554785,3-4 km,2-4 km
E02001056,E02001059,192,0,0,2,29,12,1,67,13,4,64,0,1070.0307617396252,0.01712372645123715,0.020833333333333332,0.04878830188967547,0.42701493035038507,9,13,0.06770833333333333,1.0700307617396252,1-2 km,0-2 km
E02001056,E02001061,56,0,0,0,8,7,0,27,3,3,8,0,2183.9912942407123,0.01977544808405954,0.05357142857142857,0.05209954274466542,1.028251415448629,3,6,0.10714285714285714,2.183991294240712,2-3 km,2-4 km
E02001056,E02001062,81,0,1,0,26,0,0,36,9,6,3,0,4659.072812818738,0.01617265822832753,0.07407407407407407,0.054039200698837934,1.3707470339335899,4,10,0.12345679012345678,4.659072812818739,4-5 km,4-6 km
E02001056,E02001063,15,0,0,0,4,0,0,8,3,0,0,0,6372.12194765955,0.01812900570340064,0,0.040878722162690194,0,1,1,0.06666666666666667,6.37212194765955,6-7 km,6-8 km
E02001056,E02001064,31,0,0,0,8,1,0,8,2,2,10,0,3742.605306046688,0.01728894776398201,0.06451612903225806,0.05569624911294979,1.1583568024737518,2,4,0.12903225806451613,3.7426053060466877,3-4 km,2-4 km
E02001056,E02001066,42,0,0,0,20,0,0,14,4,3,1,0,4474.621226052283,0.02175576503831818,0.07142857142857142,0.04383464648358322,1.6295003418203127,2,5,0.11904761904761904,4.4746212260522835,4-5 km,4-6 km
E02001056,E02001070,14,0,0,0,2,0,0,10,2,0,0,0,6075.49269946797,0.02020692326676225,0,0.03891744204029489,0,1,1,0.07142857142857142,6.07549269946797,6-7 km,6-8 km
E02001056,E02001083,14,0,0,0,4,0,0,10,0,0,0,0,10037.67527177484,0.02000238319275251,0,0.022498214566800928,0,0,0,0,10.037675271774841,10-11 km,10-11 km
E02001056,E02001259,18,0,0,0,1,1,0,12,1,1,2,0,8176.258000939267,0.01682567544883274,0.05555555555555555,0.03371993464007228,1.6475582218221188,1,2,0.1111111111111111,8.176258000939267,8-9 km,8-10 km
E02001056,E02006902,192,0,0,1,126,2,2,40,8,6,7,0,4913.476058464862,0.02031815530647482,0.03125,0.04445777197830048,0.7029142174568015,8,14,0.07291666666666667,4.9134760584648625,4-5 km,4-6 km
E02001056,E02006912,98,0,0,1,46,3,0,35,3,5,4,1,4462.3316307334435,0.01724926241976882,0.05102040816326531,0.05270044957370208,0.9681209283027611,5,10,0.10204081632653061,4.462331630733443,4-5 km,4-6 km
E02001056,E02006913,24,0,0,0,11,1,0,6,5,0,1,0,6075.52749786761,0.02711515537336695,0,0.029055631740274142,0,1,1,0.041666666666666664,6.0755274978676095,6-7 km,6-8 km
E02001056,E02006914,19,0,0,0,13,0,0,6,0,0,0,0,5622.470221527462,0.01995823440252021,0,0.04160951122288335,0,1,1,0.05263157894736842,5.622470221527462,5-6 km,4-6 km
E02001056,E02006915,12,0,0,0,2,0,0,8,0,1,0,1,6577.584204549814,0.01831210293749777,0.08333333333333333,0.039482987879299915,2.110613654368929,0,1,0.08333333333333333,6.577584204549814,6-7 km,6-8 km
E02001056,E02006917,46,0,0,1,29,0,0,12,3,0,1,0,6031.340411713547,0.01911113278741888,0,0.0409809915334001,0,2,2,0.043478260869565216,6.031340411713547,6-7 km,6-8 km
E02001057,E02001050,40,0,2,0,14,0,1,17,0,2,4,0,4602.64544173744,0.02055501130143995,0.05,0.04546325251769345,1.099789329426902,2,4,0.1,4.602645441737439,4-5 km,4-6 km
E02001057,E02001052,19,0,2,2,5,0,0,5,1,1,2,1,3938.6270542957272,0.01703149425637432,0.05263157894736842,0.055513585491862104,0.948084662178483,1,2,0.10526315789473684,3.9386270542957273,3-4 km,2-4 km
E02001057,E02001055,48,0,0,0,5,1,0,19,2,5,16,0,3659.0265775096022,0.02256885677913477,0.10416666666666667,0.04540162605219532,2.294337796336038,2,7,0.14583333333333334,3.6590265775096023,3-4 km,2-4 km
E02001057,E02001056,22,0,0,0,7,0,0,1,0,0,14,0,3090.3799737554787,0.02070439259735867,0,0.05034005815114743,0,1,1,0.045454545454545456,3.0903799737554785,3-4 km,2-4 km
E02001057,E02001057,150,0,1,2,18,1,1,39,6,5,77,0,0,0.02252244803699443,0.03333333333333333,0.012198623219916936,2.732548807549801,2,7,0.04666666666666667,0,NA,NA
E02001057,E02001059,91,0,0,0,12,2,0,40,7,7,22,1,2171.7109182719287,0.02328702340963847,0.07692307692307693,0.04565229778169378,1.6849771131108868,4,11,0.12087912087912088,2.1717109182719287,2-3 km,2-4 km
E02001057,E02001061,23,0,0,0,5,0,0,14,1,1,2,0,4276.579903773182,0.01852631677730363,0.043478260869565216,0.05088958839406145,0.8543645614284219,1,2,0.08695652173913043,4.276579903773182,4-5 km,4-6 km
E02001057,E02001062,119,0,1,1,20,0,0,36,6,10,45,0,2405.602368279619,0.02055203796174028,0.08403361344537816,0.05096519471896632,1.648843174420477,6,16,0.13445378151260504,2.405602368279619,2-3 km,2-4 km
E02001057,E02001063,21,0,0,0,5,0,0,8,0,2,6,0,3273.667443418236,0.01968085274960024,0.09523809523809523,0.05201464636871383,1.8309861142376194,1,3,0.14285714285714285,3.273667443418236,3-4 km,2-4 km
E02001057,E02001064,23,0,0,0,9,1,0,10,2,0,1,0,4097.846765563603,0.03042227111600287,0,0.03188014734893728,0,1,1,0.043478260869565216,4.097846765563603,4-5 km,4-6 km
E02001057,E02001066,72,0,0,1,20,1,0,27,8,7,8,0,4032.749712414113,0.01262700244587875,0.09722222222222222,0.0656566884383475,1.4807664616456429,4,11,0.1527777777777778,4.032749712414113,4-5 km,4-6 km
E02001057,E02001070,22,0,0,0,6,0,1,9,3,0,3,0,4786.440830262579,0.01329108896010572,0,0.05997750896627452,0,1,1,0.045454545454545456,4.7864408302625785,4-5 km,4-6 km
E02001057,E02001077,12,0,0,0,2,0,0,7,2,0,1,0,7856.911694502832,0.01445937728312465,0,0.039033912692294254,0,0,0,0,7.8569116945028314,7-8 km,6-8 km
E02001057,E02001082,16,0,0,0,6,0,0,9,1,0,0,0,7439.144382410944,0.01442805883268721,0,0.041421006976299336,0,1,1,0.0625,7.439144382410944,7-8 km,6-8 km
E02001057,E02001083,13,0,0,0,6,0,0,4,0,1,2,0,8397.68931528734,0.01398805680215994,0.07692307692307693,0.03690404000880765,2.084408018870514,0,1,0.07692307692307693,8.397689315287339,8-9 km,8-10 km
E02001057,E02001089,15,0,0,3,1,0,0,8,1,1,1,0,10075.909967378568,0.01483463441744729,0.06666666666666667,0.028000074885654973,2.3809460131416076,0,1,0.06666666666666667,10.075909967378568,10-11 km,10-11 km
E02001057,E02001259,19,0,2,1,5,0,1,8,0,0,2,0,5077.803496697956,0.01458274884777101,0,0.05526006826685554,0,1,1,0.05263157894736842,5.077803496697956,5-6 km,4-6 km
E02001057,E02001262,11,0,6,0,1,0,0,3,0,0,1,0,5802.110970455486,0.02548444763072744,0,0.032263891496823426,0,0,0,0,5.802110970455486,5-6 km,4-6 km
E02001057,E02006902,579,0,4,13,114,6,0,57,11,20,353,1,1823.096084709386,0.01447294753441738,0.03454231433506045,0.061629828398122734,0.5604804561830099,34,54,0.09326424870466321,1.823096084709386,1-2 km,0-2 km
E02001057,E02006912,393,0,2,8,50,1,0,35,5,17,275,0,1363.8771264921295,0.02582441511542825,0.043256997455470736,0.03843451412549131,1.1254727278256644,14,31,0.07888040712468193,1.3638771264921294,1-2 km,0-2 km
E02001057,E02006913,43,0,0,0,7,0,0,19,2,1,14,0,2985.147524112131,0.01591579476622229,0.023255813953488372,0.06076479830694486,0.38271852456441785,3,4,0.09302325581395349,2.985147524112131,2-3 km,2-4 km
E02001057,E02006914,89,0,1,0,12,2,0,7,2,4,61,0,2524.0157172861495,0.02449865946559142,0.0449438202247191,0.043908196809941756,1.0235861066957515,4,8,0.0898876404494382,2.5240157172861495,2-3 km,2-4 km
E02001057,E02006915,19,0,0,1,3,0,0,11,1,0,3,0,3487.204230794336,0.02517368347839722,0,0.041383575948704864,0,1,1,0.05263157894736842,3.4872042307943363,3-4 km,2-4 km
E02001057,E02006917,136,0,3,2,21,1,1,16,1,9,82,0,2824.1127543267608,0.01876789436031098,0.0661764705882353,0.05461005343026163,1.211800143589756,7,16,0.11764705882352941,2.8241127543267606,2-3 km,2-4 km
E02001059,E02001046,13,0,0,0,4,1,0,4,0,3,1,0,6843.801329984028,0.016707416966134273,0.23076923076923078,0.04078007292430944,5.658872439918241,0,3,0.23076923076923078,6.843801329984028,6-7 km,6-8 km
E02001059,E02001050,24,0,0,0,3,0,0,16,3,0,2,0,5321.458090109805,0.01134589288564122,0,0.06143019397163347,0,1,1,0.041666666666666664,5.321458090109806,5-6 km,4-6 km
E02001059,E02001051,11,0,0,0,1,0,0,8,1,0,1,0,4584.934821279275,0.01789044253610396,0,0.05076218436563739,0,1,1,0.09090909090909091,4.584934821279274,4-5 km,4-6 km
E02001059,E02001052,16,0,1,0,6,0,1,6,0,1,1,0,5810.207996433692,0.01471990826566845,0.0625,0.05057867632118744,1.2356986094912632,1,2,0.125,5.810207996433692,5-6 km,4-6 km
E02001059,E02001055,54,0,0,0,5,4,0,20,3,9,12,1,2893.543339510131,0.00915886998601703,0.16666666666666666,0.07862969804774367,2.119640171649486,4,13,0.24074074074074073,2.893543339510131,2-3 km,2-4 km
E02001059,E02001056,50,0,0,0,4,0,0,13,2,0,29,2,1059.5150079266914,0.01942895089759168,0,0.044926305464541884,0,2,2,0.04,1.0595150079266913,1-2 km,0-2 km
E02001059,E02001057,45,0,0,0,8,0,0,18,2,1,16,0,2158.5712334409627,0.01840838294572473,0.022222222222222223,0.054755709706762835,0.4058430132899469,2,3,0.06666666666666667,2.158571233440963,2-3 km,2-4 km
E02001059,E02001059,382,0,0,0,53,3,2,102,17,10,194,1,0,0.01358393826654107,0.02617801047120419,0.015280495495184912,1.7131650265826281,6,16,0.041884816753926704,0,NA,NA
E02001059,E02001061,102,0,0,2,14,3,0,41,2,2,38,0,2567.949261223221,0.01408090258961498,0.0196078431372549,0.06523790232954157,0.3005590682270591,7,9,0.08823529411764706,2.5679492612232213,2-3 km,2-4 km
E02001059,E02001062,115,0,0,0,35,0,1,56,12,2,9,0,3249.2262119610723,0.0135127581354384,0.017391304347826087,0.06616816585740419,0.26283491649602686,7,9,0.0782608695652174,3.2492262119610724,3-4 km,2-4 km
E02001059,E02001063,42,0,0,0,13,1,0,19,4,1,2,2,4897.562544793439,0.01360792068141229,0.023809523809523808,0.0585693520845859,0.40651847702085003,2,3,0.07142857142857142,4.8975625447934386,4-5 km,4-6 km
E02001059,E02001064,56,0,0,0,9,0,0,27,2,6,12,0,2976.9146138159213,0.0133627337191418,0.10714285714285714,0.06701107917038258,1.5988827290847736,3,9,0.16071428571428573,2.976914613815921,2-3 km,2-4 km
E02001059,E02001065,24,0,0,0,7,0,0,8,1,3,5,0,4011.665639543621,0.01396585559471665,0.125,0.062366570336661556,2.004278884107886,1,4,0.16666666666666666,4.011665639543621,4-5 km,4-6 km
E02001059,E02001066,69,0,0,0,32,0,0,26,5,1,5,0,3708.9305338215186,0.0159852719075369,0.014492753623188406,0.05876429739304127,0.24662514938712776,4,5,0.07246376811594203,3.7089305338215186,3-4 km,2-4 km
E02001059,E02001067,12,0,0,0,2,0,0,7,0,0,3,0,3663.293799650161,0.01172197371441886,0,0.0696271238805896,0,1,1,0.08333333333333333,3.663293799650161,3-4 km,2-4 km
E02001059,E02001070,17,0,0,0,4,0,1,9,2,1,0,0,5309.802007237205,0.01410266902332324,0.058823529411764705,0.05496226251370534,1.070253055850758,1,2,0.11764705882352941,5.309802007237205,5-6 km,4-6 km
E02001059,E02001076,11,0,0,0,3,0,0,7,0,1,0,0,5957.869162554965,0.01417756322924882,0.09090909090909091,0.05081322562176997,1.7890832513915949,1,2,0.18181818181818182,5.957869162554966,5-6 km,4-6 km
E02001059,E02001083,19,0,0,0,4,0,0,13,1,1,0,0,9271.98457954407,0.01151438088805808,0.05263157894736842,0.03623293310418785,1.4525895211416155,1,2,0.10526315789473684,9.271984579544071,9-10 km,8-10 km
E02001059,E02001089,21,0,0,1,9,0,0,8,1,0,2,0,9355.58056340963,0.01322911300480934,0,0.0332595492415579,0,1,1,0.047619047619047616,9.35558056340963,9-10 km,8-10 km
E02001059,E02001259,24,0,0,0,8,0,0,16,0,0,0,0,7244.449260624751,0.0144474625301395,0,0.042505686048421594,0,1,1,0.041666666666666664,7.2444492606247515,7-8 km,6-8 km
E02001059,E02001262,13,0,1,0,5,0,0,6,1,0,0,0,7968.756734382285,0.01363665434586397,0,0.03979904431500754,0,1,1,0.07692307692307693,7.968756734382285,7-8 km,6-8 km
E02001059,E02006902,307,0,2,1,198,1,0,62,9,7,27,0,3981.667318150347,0.0135074805898007,0.02280130293159609,0.06364306491307037,0.35826846118646605,19,26,0.08469055374592833,3.981667318150347,3-4 km,2-4 km
E02001059,E02006912,237,0,3,6,112,1,2,56,5,16,36,0,3530.5228904189275,0.01437495462676531,0.06751054852320675,0.06322765683632642,1.0677376309858704,14,30,0.12658227848101267,3.5305228904189274,3-4 km,2-4 km
E02001059,E02006913,42,0,0,0,15,1,0,18,2,3,1,2,5143.7187575530925,0.0161222343684207,0.07142857142857142,0.051524242741960484,1.3863099703627704,2,5,0.11904761904761904,5.143718757553092,5-6 km,4-6 km
E02001059,E02006914,51,0,0,0,29,0,0,12,2,2,6,0,4690.6614812129465,0.01556659891536139,0.0392156862745098,0.05521405113986281,0.7102483057287805,3,5,0.09803921568627451,4.690661481212946,4-5 km,4-6 km
E02001059,E02006915,27,0,0,0,11,0,0,12,3,0,1,0,5645.775464235299,0.01311215802928554,0,0.05510890279103402,0,1,1,0.037037037037037035,5.6457754642352995,5-6 km,4-6 km
E02001059,E02006917,108,0,1,0,59,1,1,22,5,5,14,0,5099.53167139903,0.01381684711620529,0.046296296296296294,0.05688193250399727,0.8139016073872474,6,11,0.10185185185185185,5.0995316713990295,5-6 km,4-6 km
E02001061,E02001050,19,0,0,0,4,0,0,14,0,0,1,0,7224.9640339789075,0.01320530381112357,0,0.044917343329257474,0,1,1,0.05263157894736842,7.224964033978908,7-8 km,6-8 km
E02001061,E02001055,25,0,0,0,7,0,0,12,4,0,1,1,4190.99000526124,0.01682674733450155,0,0.05488431054059758,0,1,1,0.04,4.1909900052612405,4-5 km,4-6 km
E02001061,E02001056,22,0,0,0,0,0,0,9,1,1,11,0,2263.747890253106,0.01256031430153708,0.045454545454545456,0.06836322723933813,0.6648975961215247,1,2,0.09090909090909091,2.2637478902531063,2-3 km,2-4 km
